x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Nakul Das Rai,158,"153,409",71.3%,Sikkim Democratic Front, AC View
2,2,Biraj Adhikari,158,"60,258",28.0%,Indian National Congress, AC View
3,3,Rajendra Pd. Uprety,45,"3,216",1.5%,Sikkim Sangram Parishad, AC View
4,4,Tara Kumar Pradhan,45,"2,765",1.3%,Sikkim Himali Rajya Parishad, AC View
