x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Mohammad Shahabuddin,1197,"317,511",49.8%,Rashtriya Janata Dal, AC View
2,2,Om Prakash Yadav,1197,"213,933",33.6%,Janata Dal (United), AC View
3,3,Amar Nath Yadav,165,"72,225",11.3%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
4,4,Ramprit God,85,"8,999",1.4%,Gondvana Gantantra Party, AC View
5,5,Shankar Prasad Yadav,75,"8,043",1.3%,Bahujan Samaj Party, AC View
6,6,Prem Chand Tiwari,75,"7,542",1.2%,Independent, AC View
7,7,Ashok Ram,75,"6,085",1.0%,Independent, AC View
8,8,Nasir Khan,75,"3,211",0.5%,Independent, AC View
