x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,B.Vinod Kumar,600,"496,048",59.7%,Telangana Rashtra Samithi, AC View
2,2,Chada Suresh Reddy,600,"278,981",33.6%,Telugu Desam, AC View
3,3,Pakala Devadanam,200,"16,587",2.0%,Independent, AC View
4,4,Dr.Kaitha Venkati,200,"16,094",1.9%,Bahujan Samaj Party, AC View
5,5,Polepally Narotham Reddy,200,"12,582",1.5%,Jharkhand Party, AC View
6,6,Dr.Dharmapur Sampath Rajaram Yadav,200,"11,634",1.4%,Independent, AC View
