x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Sarbananda Sonowal,34959,"220,944",35.0%,Asom Gana Parisad, AC View
2,2,Kamakhaya Tasa,34959,"202,390",32.1%,Bharatiya Janta Party, AC View
3,3,Paban Singh Ghatowar,4523,"170,589",27.0%,Indian National Congress, AC View
4,4,Badhram Rajgarh,149,"15,894",2.5%,Independent, AC View
5,5,Subhas Sen,140,"9,843",1.6%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
6,6,Amrit Borgohain,129,"6,251",1.0%,Independent, AC View
7,7,Titus Bhengra,129,"5,329",0.8%,Samata Party, AC View
