x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Lonappan Nambadan,1213,"375,175",52.0%,Communist Party Of India (MARXIST), AC View
2,2,Padmaja Venugopal,1213,"258,078",35.7%,Indian National Congress, AC View
3,3,Prof Mathew Pailee,126,"62,338",8.6%,Bharatiya Janta Party, AC View
4,4,Rani Jose,72,"7,999",1.1%,Independent, AC View
5,5,Sabu Ali,72,"7,071",1.0%,Independent, AC View
6,6,D R Pisharody,72,"6,020",0.8%,Independent, AC View
7,7,Adv T K Manoj,72,"4,377",0.6%,Bahujan Samaj Party, AC View
8,8,Mohammed Asharaf,72,"1,951",0.3%,Independent, AC View
