x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Chander Kumar,43400,"314,555",49.1%,Indian National Congress, AC View
2,2,Shanta Kumar,43400,"296,764",46.3%,Bharatiya Janta Party, AC View
3,3,Lt. Col. Shakti Chand Chaudhary ( RETD.),200,"10,860",1.7%,Bahujan Samaj Party, AC View
4,4,Fakir Chand,200,"10,594",1.7%,Independent, AC View
5,5,Roshan Rana,200,"7,092",1.1%,Samajwadi Party, AC View
6,6,Dhani Ram,200,"3,312",0.5%,Independent, AC View
