x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Narayan Chandra Borkataky,26429,"345,863",40.8%,Bharatiya Janta Party, AC View
2,2,Madhab Rajbangshi,26429,"315,997",37.2%,Indian National Congress, AC View
3,3,Apurba Bhattacharjee,457,"146,098",17.2%,Asom Gana Parisad, AC View
4,4,Bhupendra Nath Kakati,116,"15,046",1.8%,Independent, AC View
5,5,Shaheda Begum,106,"10,863",1.3%,Samata Party, AC View
6,6,Aroon Baruah,96,"8,209",1.0%,Independent, AC View
7,7,Tridip Pati Singha,96,"6,862",0.8%,Independent, AC View
