x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Virendra Kumar,320,"290,974",60.7%,Bharatiya Janta Party, AC View
2,2,Uttam Khatik,320,"142,983",29.8%,Indian National Congress, AC View
3,3,Naresh Ahirwar,70,"17,150",3.6%,Bahujan Samaj Party, AC View
4,4,Pooran,58,"7,592",1.6%,Independent, AC View
5,5,Nathuram Ahirwar,58,"6,513",1.4%,Apna Dal, AC View
6,6,Vijay Shankar Gowa,58,"6,351",1.3%,Gondvana Gantantra Party, AC View
7,7,Parvati Ahirwar,58,"5,201",1.1%,Samajwadi Party, AC View
8,8,Ramnarayan Choudhry,58,"2,679",0.6%,Sanatan Samaj Party, AC View
