x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Dharmendra Pradhan,3600,"426,092",51.8%,Bharatiya Janta Party, AC View
2,2,Sriballav Panigrahi,3600,"346,996",42.2%,Indian National Congress, AC View
3,3,Bunde Dhurua,200,"16,797",2.0%,Independent, AC View
4,4,Sudarsan Behera,200,"14,979",1.8%,Bahujan Samaj Party, AC View
5,5,Rohit Ganga Deb,200,"10,719",1.3%,Samajwadi Party, AC View
6,6,Tankadhar Barik,200,"7,718",0.9%,Independent, AC View
