x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Thawarchand Gehlot,600,"424,004",58.9%,Bharatiya Janta Party, AC View
2,2,Shyam Bapulal Malviya,600,"255,817",35.5%,Indian National Congress, AC View
3,3,Balram Sukhram  Kalyane,200,"11,731",1.6%,Independent, AC View
4,4,Mohanlal Bhaiyya Advocate,200,"8,905",1.2%,Bahujan Samaj Party, AC View
5,5,Motilal Malviya,200,"8,484",1.2%,Samajwadi Party, AC View
6,6,Thawarchand Gehlauta,200,"6,871",1.0%,Independent, AC View
7,7,Thawarchand Gehlaut,200,"4,429",0.6%,Independent, AC View
