x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Chandrapal Singh Yadav,28014,"238,782",29.1%,Samajwadi Party, AC View
2,2,Babu Lal Kushwaha,28014,"212,483",25.9%,Bahujan Samaj Party, AC View
3,3,Rajendra Agnihotri,18492,"206,591",25.2%,Bharatiya Janta Party, AC View
4,4,Rajendra Pratap Urf Raja Bundela,821,"104,584",12.8%,Indian National Congress, AC View
5,5,Heera Singh,193,"15,065",1.8%,Independent, AC View
6,6,Haridas,179,"10,033",1.2%,Independent, AC View
7,7,Arvind Kumar Patel,169,"8,505",1.0%,Apna Dal, AC View
8,8,Sunu Urf Sunwa,169,"7,578",0.9%,Independent, AC View
9,9,Vinod Kumar,152,"3,730",0.5%,Independent, AC View
10,10,Chaman Lal Babra,152,"2,352",0.3%,Independent, AC View
11,11,Ramji,152,"1,998",0.2%,Independent, AC View
12,12,Prem Prakash,152,"1,909",0.2%,Samata Samaj Party, AC View
13,13,Matu Kushwaha,152,"1,860",0.2%,Rashtriya Samanta Dal, AC View
14,14,Kaloo Ram,152,"1,489",0.2%,Independent, AC View
15,15,Ashok,152,"1,395",0.2%,Independent, AC View
16,16,Arvind Kumar,152,"1,292",0.2%,Independent, AC View
