x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Basanagouda R Patil(YATNAL),13956,"344,905",43.7%,Bharatiya Janta Party, AC View
2,2,Basanagouda Somanagouda Patil (MANAGULI),13956,"307,372",39.0%,Indian National Congress, AC View
3,3,Khed Ningappa Siddappa,358,"137,457",17.4%,Janata Dal (Secular), AC View
