x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Yerrannaidu Kinjarapu,17246,"361,906",50.1%,Telugu Desam, AC View
2,2,Killi Kruparani,17246,"330,027",45.6%,Indian National Congress, AC View
3,3,Dunga Rangarao Naidu,80,"13,848",1.9%,Independent, AC View
4,4,Mylapalli Lakshmudu,80,"13,011",1.8%,Bahujan Samaj Party, AC View
5,5,Tammineni Jaganmohan Rao,72,"4,982",0.7%,Independent, AC View
