x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Shish Ram Ola,28000,"274,168",40.3%,Indian National Congress, AC View
2,2,Santosh Ahlawat,28000,"250,813",36.9%,Bharatiya Janta Party, AC View
3,3,Ranveer Singh Gudha,600,"111,696",16.4%,Lok Jan Shakti Party, AC View
4,4,Ayub Khan,200,"23,037",3.4%,Bahujan Samaj Party, AC View
5,5,Mahendra Choudhary,200,"6,810",1.0%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
6,6,Mahada Ram Saini,200,"5,488",0.8%,Independent, AC View
7,7,Rohitash,200,"3,863",0.6%,Samajwadi Party, AC View
8,8,Vijay,200,"2,970",0.4%,Akhil Bharat Hindu Mahasabha, AC View
9,9,Basant Lal Saini,200,"2,660",0.4%,Independent, AC View
