x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Braja Kishore Tripathy,7000,"462,248",52.0%,Biju Janata Dal, AC View
2,2,Pinaki Misra,7000,"401,288",45.1%,Indian National Congress, AC View
3,3,Kshitish Biswal,200,"25,419",2.9%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
