x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Athawale Ramdas Bandu,1600,"347,215",50.4%,Republican Party Of India (A), AC View
2,2,Kshirsagar Nagnath Dattatray,1600,"247,522",36.0%,Bharatiya Janta Party, AC View
3,3,Lankeshwar Kalyan Bhagwan,200,"33,265",4.8%,Independent, AC View
4,4,Adv Naiknavare Purushottam Bhagvan,200,"20,684",3.0%,Rashtriya Samaj Paksha, AC View
5,5,Dr.  Sharda Haridas Sonavane,200,"12,895",1.9%,Independent, AC View
6,6,Ramesh Rohidas Nirmal,200,"11,059",1.6%,Bahujan Samaj Party, AC View
7,7,Texasdada Gaikwad,200,"8,135",1.2%,Independent, AC View
8,8,Kale Avinash Tatyasaheb,200,"4,698",0.7%,Independent, AC View
9,9,Waghmare Sunil Tarachand,200,"3,654",0.5%,Prabuddha Republican Party, AC View
