x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Rathod Harising Nasaru,4469,"298,513",45.0%,Bharatiya Janta Party, AC View
2,2,Patil Uttamrao Deoraoji,4469,"241,709",36.5%,Indian National Congress, AC View
3,3,Agarwal Ramesh Pandurang,123,"30,137",4.5%,Bahujan Samaj Party, AC View
4,4,Kishorbhau Tiwari,118,"26,927",4.1%,Samajwadi Party, AC View
5,5,Shital Kawadu Markam,118,"23,995",3.6%,Gondvana Gantantra Party, AC View
6,6,Anand Baliram Gaikwad,103,"15,273",2.3%,Bharipa Bahujan Mahasangh, AC View
7,7,Kumbhekar Damadu Nagorao,96,"12,297",1.9%,Independent, AC View
8,8,Purushottam Domaji Bhajgaware,96,"10,865",1.6%,Independent, AC View
9,9,Gulhane Sanjay Mahadeorao,87,"4,262",0.6%,Independent, AC View
