x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,D. C. Srikantappa,4000,"341,391",41.8%,Bharatiya Janta Party, AC View
2,2,B L Shankar,4000,"267,719",32.8%,Indian National Congress, AC View
3,3,D K Tharadevi Siddhartha,800,"172,427",21.1%,Janata Dal (Secular), AC View
4,4,H B Srikanta Murthy,200,"16,035",2.0%,Independent, AC View
5,5,S Umeshkumar,200,"10,414",1.3%,Kannada Nadu Party, AC View
6,6,B Rudraiah,200,"5,875",0.7%,Independent, AC View
7,7,U Babu Mogera,200,"5,393",0.7%,Independent, AC View
