x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Kuppusami. C,441,"570,122",62.3%,Dravida Munetra Kazhagam, AC View
2,2,Sukumar Nambiar. M N,441,"316,583",34.6%,Bharatiya Janta Party, AC View
3,3,Gunasekaran. Muthu,60,"4,512",0.5%,Janata Dal (United), AC View
4,4,Umakanthan. R,60,"3,820",0.4%,Bahujan Samaj Party, AC View
5,5,Manivannan. C,60,"2,375",0.3%,Independent, AC View
6,6,Kumarasamy. S,60,"2,071",0.2%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
7,7,Parimalam. V,60,"1,898",0.2%,Independent, AC View
8,8,Sethuraman. R D,60,"1,671",0.2%,Jharkhand Party, AC View
9,9,Mathi. T,60,"1,602",0.2%,Independent, AC View
10,10,Jainalufthin. J,60,"1,494",0.2%,Independent, AC View
11,11,Sreenivasulu. V,60,"1,424",0.2%,Samajwadi Party, AC View
12,12,Kuppusamy. V,60,"1,230",0.1%,Independent, AC View
13,13,Nowshath Ali. M K,60,"1,039",0.1%,Independent, AC View
14,14,Balamurugan. B,60,963,0.1%,Independent, AC View
15,15,Daveson. T R,60,706,0.1%,Independent, AC View
16,16,Valsala. Tmt,60,562,0.1%,Rashtriya Lok Dal, AC View
17,17,Rajasekar. R,60,530,0.1%,Independent, AC View
18,18,Elangovan. R,60,494,0.1%,Independent, AC View
19,19,Marimuthu. P,60,493,0.1%,Independent, AC View
20,20,Jaganathan. R,60,424,0.0%,Independent, AC View
21,21,Sendhilkumar. R,60,415,0.0%,Independent, AC View
22,22,Devadoss. M,60,409,0.0%,Independent, AC View
23,23,Thirumoorthy. P I,60,370,0.0%,Independent, AC View
24,24,Janakiraman. C,60,360,0.0%,Independent, AC View
25,25,Murugan. S,60,298,0.0%,Independent, AC View
