x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ajay Chakraborty,800,"462,605",51.1%,Communist Party Of India, AC View
2,2,Sujit Bose,800,"280,521",31.0%,All India Trinamool Congress, AC View
3,3,Syed Md. Nizamuddin,200,"109,629",12.1%,Indian National Congress, AC View
4,4,Md. Quamruzzaman,200,"25,773",2.8%,Samajwadi Party, AC View
5,5,Kartick Chandra Sarkar,200,"12,487",1.4%,Independent, AC View
6,6,Gopal Debnath,200,"7,301",0.8%,Bahujan Samaj Party, AC View
7,7,Ashrafi Hassan Shahidullah,200,"4,780",0.5%,Indian National League, AC View
8,8,Ajoy Ghora,200,"4,489",0.5%,Independent, AC View
