x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Prasanna Acharya,93400,"390,556",48.1%,Biju Janata Dal, AC View
2,2,Sanjay Bhoi,93400,"375,786",46.3%,Indian National Congress, AC View
3,3,Ashok Mittal,200,"44,259",5.5%,Bahujan Samaj Party, AC View
