x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Renuka Chowdhury,2935,"518,047",50.8%,Indian National Congress, AC View
2,2,Nama Nageswara Rao,2935,"409,159",40.1%,Telugu Desam, AC View
3,3,Aruna Chandra,107,"50,619",5.0%,Independent, AC View
4,4,Burra Venkanna,81,"14,552",1.4%,Independent, AC View
5,5,Nalajala Saroja,74,"10,255",1.0%,Pyramid Party Of India, AC View
6,6,Padiga Yerraiah,74,"8,316",0.8%,Independent, AC View
7,7,Nama Naik Islavath,74,"5,899",0.6%,Independent, AC View
8,8,Pittala Venkata Narasaiah Mudira,74,"3,345",0.3%,Mudiraj Rashtriya Samithi, AC View
9,9,Banoth Somla Naik,74,"2,985",0.3%,Independent, AC View
