x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ajit Kumar Singh,5200,"305,392",41.6%,Janata Dal (United), AC View
2,2,Ram Prasad Singh,5200,"246,591",33.6%,Rashtriya Janata Dal, AC View
3,3,Arun Singh,400,"85,973",11.7%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
4,4,Arun Kumar Singh,200,"52,754",7.2%,Bahujan Samaj Party, AC View
5,5,Girija Prasad Singh,200,"12,438",1.7%,Independent, AC View
6,6,Ram Awadesh Singh,200,"8,236",1.1%,Rashtriya Lok Dal, AC View
7,7,Baban Singh Kushwaha,200,"5,482",0.7%,Rashtriya Samanta Dal, AC View
8,8,Sipahi Prasad,200,"3,727",0.5%,Independent, AC View
9,9,Virendra Singh,200,"2,389",0.3%,Independent, AC View
10,10,Basudeo Hajarika,200,"2,028",0.3%,Samata Party, AC View
11,11,Rameshwar Prasad,200,"1,887",0.3%,Independent, AC View
12,12,Md Jamil Ansari,200,"1,671",0.2%,Independent, AC View
13,13,Baijnath Bhagat,200,"1,640",0.2%,Shoshit Samaj Dal, AC View
14,14,Shri Niwas Singh,200,"1,526",0.2%,Independent, AC View
15,15,Ram Janam Singh,200,"1,341",0.2%,Shiv Sena, AC View
16,16,Jyoti Shanker,200,911,0.1%,Independent, AC View
