x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,C. K. Chandrappan,7489,"320,960",46.8%,Communist Party Of India, AC View
2,2,A C Jose,7489,"274,999",40.1%,Indian National Congress, AC View
3,3,P S Sreeraman,185,"72,108",10.5%,Bharatiya Janta Party, AC View
4,4,M P Renjith,90,"8,780",1.3%,Independent, AC View
5,5,Provind P N,82,"4,997",0.7%,Independent, AC View
6,6,A K Sivaratnan,82,"2,935",0.4%,Bahujan Samaj Party, AC View
7,7,Ouseph Anto,82,"1,704",0.2%,Janata Dal (United), AC View
8,8,Abdul Majeed Master,82,"1,222",0.2%,Independent, AC View
