x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Raghuveer Singh Koshal,2142,"298,314",51.5%,Bharatiya Janta Party, AC View
2,2,Hari Mohan Sharma,2142,"226,536",39.1%,Indian National Congress, AC View
3,3,Kundan Cheeta,86,"18,237",3.2%,Samajwadi Party, AC View
4,4,Moti Lal Meena,86,"15,156",2.6%,Bahujan Samaj Party, AC View
5,5,Samudra Singh Hada,80,"10,308",1.8%,Independent, AC View
6,6,Badam Berwa,72,"4,703",0.8%,Independent, AC View
7,7,Daulat Kunwar Sharma Alias Daulat Bahin Ji,72,"4,050",0.7%,Independent, AC View
8,8,Bharat Singh,72,"2,801",0.5%,Akhil Bharatiya Rashtriya Azad Hind Party, AC View
