x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Kiran Maheshwari,3400,"398,059",52.5%,Bharatiya Janta Party, AC View
2,2,Girija Vyas,3400,"323,184",42.6%,Indian National Congress, AC View
3,3,Sunita Singh Gujar,200,"15,890",2.1%,Bahujan Samaj Party, AC View
4,4,Sukhdeo Menaria,200,"15,582",2.1%,Independent, AC View
5,5,Lahari Lal Bairwa (LEHARU),200,"6,983",0.9%,Akhil Bharatiya Congress Dal (Ambedkar), AC View
