x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Daroga Prasad Saroj,10200,"283,473",37.1%,Samajwadi Party, AC View
2,2,Dr. Baliram,10200,"240,742",31.5%,Bahujan Samaj Party, AC View
3,3,Kalpnath,1200,"162,466",21.3%,Bharatiya Janta Party, AC View
4,4,Gopal Sharan Kannaujia,200,"31,064",4.1%,Suheldev Bhartiya Samaj Party, AC View
5,5,Deepchandra Visharad,200,"15,331",2.0%,Lok Jan Shakti Party, AC View
6,6,Sewaram,200,"10,642",1.4%,Independent, AC View
7,7,Chhoteylal Nirbhaya,200,"9,495",1.2%,National Loktantrik Party, AC View
8,8,Visarjan,200,"3,952",0.5%,Independent, AC View
9,9,Lalbihari Mritak,200,"3,400",0.4%,Independent, AC View
10,10,Dhruv Kant,200,"3,053",0.4%,Rashtriya Swabhimaan Party, AC View
