x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,G. Venkat Swamy,386,"572,207",61.0%,Indian National Congress, AC View
2,2,Dr.Mt. C. Suguna,386,"309,072",32.9%,Telugu Desam, AC View
3,3,Kannam Raghu,63,"26,554",2.8%,Bahujan Samaj Party, AC View
4,4,Kampelli Srinivas,56,"14,151",1.5%,Independent, AC View
5,5,Maddela Odelu,56,"8,829",0.9%,Independent, AC View
6,6,Kamilla Jaya Rao,56,"8,637",0.9%,Independent, AC View
