x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Arjun Charan Sethi,3200,"489,200",52.5%,Biju Janata Dal, AC View
2,2,Muralidhar Jena,3200,"394,431",42.3%,Indian National Congress, AC View
3,3,Purusottam Malik,200,"31,586",3.4%,Independent, AC View
4,4,Prafulla Kumar Das,200,"17,059",1.8%,Bahujan Samaj Party, AC View
