x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Shivraj Singh Chauhan,188,"428,030",65.2%,Bharatiya Janta Party, AC View
2,2,Narbada Prasad Sharma,188,"167,304",25.5%,Indian National Congress, AC View
3,3,Ch. Munavvar Salim,57,"21,543",3.3%,Samajwadi Party, AC View
4,4,Khuman Singh Kushwah,57,"15,638",2.4%,Bahujan Samaj Party, AC View
5,5,Mohan Babu Sharma,51,"10,867",1.7%,Independent, AC View
6,6,Er. Ajay Singh ( KIRAR),51,"8,280",1.3%,Gondvana Gantantra Party, AC View
7,7,Abdul Jabbar,51,"4,893",0.7%,Independent, AC View
