x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Manoj Kumar,3800,"206,733",32.2%,Rashtriya Janata Dal, AC View
2,2,Braj Mohan Ram,3800,"151,589",23.6%,Bharatiya Janta Party, AC View
3,3,Radha Krishn Kishore,1200,"106,725",16.6%,Janata Dal (United), AC View
4,4,Jitendra Kumar,600,"60,907",9.5%,Bahujan Samaj Party, AC View
5,5,Vijay Kumar,400,"53,998",8.4%,Indian National Congress, AC View
6,6,Rabindra Bhuiyan,200,"16,837",2.6%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
7,7,Suresh Manjhi,200,"11,118",1.7%,Independent, AC View
8,8,Shrihari Nag,200,"6,385",1.0%,Samata Party, AC View
9,9,Gyanti Devi,200,"5,699",0.9%,Independent, AC View
10,10,Kanhai Ram,200,"5,501",0.9%,Jharkhand Party, AC View
11,11,Mithilesh Paswan,200,"4,391",0.7%,Lok Jan Shakti Party, AC View
12,12,Bhola Ram,200,"4,233",0.7%,Independent, AC View
13,13,Suresh Kumar,200,"4,161",0.6%,Samajwadi Party, AC View
14,14,Ramdeo Ram,200,"3,266",0.5%,Shiv Sena, AC View
