x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Bikash Chowdhury,1075,"369,832",51.0%,Communist Party Of India (MARXIST), AC View
2,2,Ghatak Moloy,1075,"245,514",33.9%,All India Trinamool Congress, AC View
3,3,Tapas Banerjee,142,"70,867",9.8%,Indian National Congress, AC View
4,4,Sunil Mukherjee,81,"12,552",1.7%,Independent, AC View
5,5,Manik Lal Bauri,73,"8,830",1.2%,Bahujan Samaj Party, AC View
6,6,Pratap Singh,73,"6,828",0.9%,Samajwadi Party, AC View
7,7,Sailendra Nath Bhattacharyya,73,"6,286",0.9%,Independent, AC View
8,8,Atanu Chakravarty,73,"4,489",0.6%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
