x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Pradeep Gandhi,70174,"314,520",47.3%,Bharatiya Janta Party, AC View
2,2,Devvrat Singh,70174,"300,197",45.2%,Indian National Congress, AC View
3,3,Santram Gond (CHHEDIYA),96,"20,419",3.1%,Independent, AC View
4,4,Mochi Ram Gond,89,"13,326",2.0%,Bahujan Samaj Party, AC View
5,5,Aaju Ram Chandravanshi,81,"7,415",1.1%,Independent, AC View
6,6,Roman Kumar Sahu,79,"5,268",0.8%,Samajwadi Party, AC View
7,7,Smt. Pushpa Nagdev,79,"4,790",0.7%,Republican Party Of India (KHOBRAGADE), AC View
