x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Sunil Khan,400,"505,250",59.8%,Communist Party Of India (MARXIST), AC View
2,2,Shib Narayan Saha,400,"227,742",27.0%,Bharatiya Janta Party, AC View
3,3,Dhibar Shova,200,"72,419",8.6%,Indian National Congress, AC View
4,4,Umakanta Bhakat,200,"15,051",1.8%,Samajwadi Janata Party (RASHTRIYA), AC View
5,5,Rabindranath Bouri,200,"12,364",1.5%,Independent, AC View
6,6,Banshi Lohar,200,"8,779",1.0%,Independent, AC View
7,7,Mohan Ch. Bouri,200,"6,011",0.7%,Bahujan Samaj Party, AC View
