x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,B. Susheela,9200,"321,255",49.1%,Bharatiya Janta Party, AC View
2,2,Buta Singh,9200,"282,063",43.1%,Indian National Congress, AC View
3,3,Jasa Ram,200,"28,061",4.3%,Independent, AC View
4,4,Dinesh Katiwal,200,"24,489",3.7%,Bahujan Samaj Party, AC View
