x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Neeta Pateriya,1400,"268,195",44.8%,Bharatiya Janta Party, AC View
2,2,Kalyani Pandey,1400,"173,394",29.0%,Indian National Congress, AC View
3,3,Rajeshwari Uikey,400,"103,031",17.2%,Gondvana Gantantra Party, AC View
4,4,Dr. L. K. Deshbhartar,200,"15,820",2.6%,Bahujan Samaj Party, AC View
5,5,Devendra Daheriya Advocate,200,"14,616",2.4%,Independent, AC View
6,6,"Ahmad Shaeed Qureshi  "" Advocate """,200,"7,499",1.3%,Independent, AC View
7,7,Hari Prasad Sanodiya,200,"6,623",1.1%,Rashtriya Lok Dal, AC View
8,8,Sawitri Rao,200,"6,305",1.1%,Samajwadi Party, AC View
9,9,Ganpat Jhariya,200,"4,070",0.7%,Republican Party Of India (A), AC View
