x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Prasanta Pradhan,8400,"464,743",50.4%,Communist Party Of India (MARXIST), AC View
2,2,Nitish Sengupta,8400,"405,553",44.0%,All India Trinamool Congress, AC View
3,3,Kshitindra Mohan Sahoo,200,"26,010",2.8%,Indian National Congress, AC View
4,4,Jiban Das,200,"11,707",1.3%,Independent, AC View
5,5,Adhar Chandra Nahal,200,"9,676",1.0%,Independent, AC View
6,6,Asalata Majumdar,200,"9,085",1.0%,Bahujan Samaj Party, AC View
