x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Pralhad Joshi,3200,"385,084",47.6%,Bharatiya Janta Party, AC View
2,2,B S Patil,3200,"302,006",37.3%,Indian National Congress, AC View
3,3,Shagoti Chikkappa Ningappa,200,"52,572",6.5%,Janata Dal (Secular), AC View
4,4,Jagadguru Mate Mahadevi,200,"27,616",3.4%,Kannada Nadu Party, AC View
5,5,Badni Hemaraj Adiveppa,200,"16,301",2.0%,Independent, AC View
6,6,Bakkai Laxman Chandrappa,200,"12,987",1.6%,Bahujan Samaj Party, AC View
7,7,Kusugal Channa Basappa Shiddabasappa,200,"8,582",1.1%,Independent, AC View
8,8,Prof. Ashok Badiger,200,"5,404",0.7%,Samajwadi Party, AC View
