x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Dr. Thokchom Meinya,1982,"154,055",37.0%,Indian National Congress, AC View
2,2,Moirangthem Nara,1982,"104,722",25.2%,Communist Party Of India, AC View
3,3,Leishangthem Chandramani,1047,"88,179",21.2%,Federal Party Of Manipur, AC View
4,4,Thounaojam Chaoba,541,"66,451",16.0%,Bharatiya Janta Party, AC View
5,5,Nongmaithem Iboyaima Singh,106,"1,646",0.4%,Independent, AC View
6,6,Nongmaithem Homendro Singh,106,"1,353",0.3%,Independent, AC View
