x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Radhey Shyam Kori,65805,"160,117",31.7%,Samajwadi Party, AC View
2,2,Pyarelal Sankhwar,65805,"149,805",29.7%,Bahujan Samaj Party, AC View
3,3,Kamal Rani,5048,"122,845",24.3%,Bharatiya Janta Party, AC View
4,4,Umakant Manjhi,388,"46,022",9.1%,Apna Dal, AC View
5,5,Askaran Sankhwar,180,"12,353",2.4%,Indian National Congress, AC View
6,6,Lalmani Bharti,146,"5,592",1.1%,Independent, AC View
7,7,Benche Lal Kori,133,"3,411",0.7%,Labour Party (Secular), AC View
8,8,Nandram,133,"2,497",0.5%,Rashtriya Swabhimaan Party, AC View
9,9,Ramsumer Bhartiya,133,"2,124",0.4%,Independent, AC View
