x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Prabhu R.,400,"494,121",63.5%,Indian National Congress, AC View
2,2,Mathan. M @ Master Mathan. M,400,"257,619",33.1%,Bharatiya Janta Party, AC View
3,3,Pappannan. T. K,200,"10,649",1.4%,Independent, AC View
4,4,Kumaran. P,200,"6,580",0.8%,Youth And Students Party, AC View
5,5,Tirrumurthi. M,200,"3,630",0.5%,Independent, AC View
6,6,Shanmugam. P,200,"2,188",0.3%,Independent, AC View
7,7,Senthilkumar. V,200,"2,167",0.3%,Akhil Bharat Hindu Mahasabha, AC View
8,8,Dharmaraj. M,200,"2,112",0.3%,Jharkhand Party, AC View
9,9,Parthasarathi. K,200,"1,824",0.2%,Janata Dal (United), AC View
