x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Nihalchand Meghwal,241800,"331,475",46.0%,Bharatiya Janta Party, AC View
2,2,Bharatram Meghwal,241800,"324,082",45.0%,Indian National Congress, AC View
3,3,Munshi Ram,200,"25,144",3.5%,Bahujan Samaj Party, AC View
4,4,Comred Shyopatram,200,"22,801",3.2%,Communist Party Of India (MARXIST), AC View
5,5,Teetar Singh,200,"8,047",1.1%,Independent, AC View
6,6,Babu Lal,200,"5,327",0.7%,Lokpriya Samaj Party, AC View
7,7,Teeku Ram,200,"3,702",0.5%,Independent, AC View
8,8,Hetram,200,"2,360",0.3%,Rajasthan Vikash Party, AC View
