x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,W. Wangyuh,200,"698,128",73.4%,Nagaland Peoples Front, AC View
2,2,K. Asungba Sangtam,200,"246,109",25.9%,Indian National Congress, AC View
3,3,Shri. Akhei Achumi,200,"5,149",0.5%,Janata Dal (Secular), AC View
4,4,Shri. Nyimthungo,200,"3,687",0.4%,Independent, AC View
5,5,Dr. Rilanthung,200,"1,646",0.2%,Independent, AC View
