x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Tejashwini See Ramesh,5248,"584,238",37.7%,Indian National Congress, AC View
2,2,Ramachandra Gowda,5248,"467,575",30.1%,Bharatiya Janta Party, AC View
3,3,H D Devegowda,4778,"462,320",29.8%,Janata Dal (Secular), AC View
4,4,Muniramaiah,115,"23,350",1.5%,Independent, AC View
5,5,Kumar G S,115,"14,933",1.0%,Independent, AC View
