x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,S. Ajaya Kumar,4247,"395,928",49.2%,Communist Party Of India (MARXIST), AC View
2,2,K A Thulasi,4247,"325,518",40.4%,Indian National Congress, AC View
3,3,P K Velayudhan,137,"68,193",8.5%,Bharatiya Janta Party, AC View
4,4,K Ajayan,74,"9,307",1.2%,Independent, AC View
5,5,M Velayudhan,74,"7,889",1.0%,Bahujan Samaj Party, AC View
