x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Priya Ranjan Dasmunsi,18876,"421,904",46.2%,Indian National Congress, AC View
2,2,Minati Ghosh,18876,"382,757",41.9%,Communist Party Of India (MARXIST), AC View
3,3,Abedin Dr. Zainal,138,"57,931",6.3%,All India Trinamool Congress, AC View
4,4,Anil Biswas,94,"11,205",1.2%,Bahujan Samaj Party, AC View
5,5,Ajit Das,94,"11,154",1.2%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION), AC View
6,6,Subrata Adhikary,83,"9,914",1.1%,Independent, AC View
7,7,Sukumal Biswas,83,"9,624",1.1%,Independent, AC View
8,8,Achintya Tarafdar,83,"7,037",0.8%,Independent, AC View
9,9,Ashis Saha,83,"6,056",0.7%,Samajwadi Party, AC View
