x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Angadi Suresh Chanabasappa,3600,"410,843",46.0%,Bharatiya Janta Party, AC View
2,2,Amarsinh Vasantrao Patil,3600,"326,090",36.5%,Indian National Congress, AC View
3,3,Jameelahamed Reza,200,"66,831",7.5%,Janata Dal (Secular), AC View
4,4,Jadhav Dattatreya Narayan,200,"38,989",4.4%,Independent, AC View
5,5,Balasaheb Patil,200,"27,853",3.1%,Shiv Sena, AC View
6,6,Sidnal Shashikant Shanmukhappa,200,"12,740",1.4%,Kannada Nadu Party, AC View
7,7,V S Shamasundar Gaekwad,200,"10,556",1.2%,Urs Samyuktha Paksha, AC View
