x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ranen Barman,5459,"415,298",45.1%,Revolutionary Socialist Party, AC View
2,2,Manomohan Ray,5459,"344,152",37.4%,Bharatiya Janta Party, AC View
3,3,Dipti Barman,232,"119,104",12.9%,Indian National Congress, AC View
4,4,Binoy Mallick,94,"19,574",2.1%,Independent, AC View
5,5,Gobinda Sakar,94,"17,230",1.9%,Bahujan Samaj Party, AC View
6,6,Prahallad Barman,85,"10,273",1.1%,Independent, AC View
