x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,A.Venkatesh Naik,818472,"289,424",35.1%,Indian National Congress, AC View
2,2,Raja Madangopal Nayak,818472,"288,916",35.0%,Janata Dal (Secular), AC View
3,3,Kallur Sureshreddy,2201,"198,804",24.1%,Bharatiya Janta Party, AC View
4,4,Basavalingappa B,203,"47,952",5.8%,Independent, AC View
