x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Brahmananda Panda,8800,"466,383",50.3%,Biju Janata Dal, AC View
2,2,Ranjib Biswal,8800,"409,121",44.1%,Indian National Congress, AC View
3,3,Bimalendu Swain,200,"29,404",3.2%,Independent, AC View
4,4,Pradip Kumar Mallick,200,"13,792",1.5%,Bahujan Samaj Party, AC View
5,5,Gyanaranjan Das,200,"7,811",0.8%,Shiv Sena, AC View
