x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Patle Shishupal Natthu,504200,"277,388",40.8%,Bharatiya Janta Party, AC View
2,2,Praful Patel,504200,"274,379",40.4%,Nationalist Congress Party, AC View
3,3,Ajablal,400,"90,672",13.3%,Bahujan Samaj Party, AC View
4,4,Amkar Gyaniram Bajirao,200,"14,575",2.1%,Independent, AC View
5,5,Dr. Salam Harishchandra Bhivram,200,"12,707",1.9%,Gondvana Gantantra Party, AC View
6,6,Jayaswal Virendrakumar Kasturchand,200,"10,755",1.6%,Bharipa Bahujan Mahasangh, AC View
