x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Sukhdev Singh Libra,18545,"347,631",44.0%,Shiromani Akali Dal, AC View
2,2,Shamsher Singh Dullo,18545,"313,994",39.7%,Indian National Congress, AC View
3,3,Maan Singh Manhera,198,"78,191",9.9%,Bahujan Samaj Party, AC View
4,4,Bhag Singh,121,"27,393",3.5%,Shiromani Akali Dal (SIMRANJIT SINGH MANN), AC View
5,5,Surjan Singh,98,"15,197",1.9%,Independent, AC View
6,6,Sucha Singh,89,"3,276",0.4%,Independent, AC View
7,7,Sawinder Singh,87,"2,650",0.3%,Independent, AC View
8,8,Lehmbar Dass,87,"1,889",0.2%,Bharatiya Gaon Taj Dal, AC View
