x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Deshmukh Subhash Sureshchandra,279600,"316,188",48.1%,Bharatiya Janta Party, AC View
2,2,Ujwalatai Sushilkumar Shinde,279600,"310,390",47.2%,Indian National Congress, AC View
3,3,Sarvade Rahul Vitthalrao,200,"12,067",1.8%,Bahujan Samaj Party, AC View
4,4,Nagmani Kisan Jakkan,200,"8,503",1.3%,Independent, AC View
5,5,Salgar Prabhakar Sidram,200,"6,396",1.0%,Rashtriya Samaj Paksha, AC View
6,6,Avar Pramod Dattatraya,200,"3,257",0.5%,Independent, AC View
