x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Madhusudan Mistry,8822,"316,483",48.4%,Indian National Congress, AC View
2,2,Bara Ramilaben Bahecharbhai,8822,"276,555",42.3%,Bharatiya Janta Party, AC View
3,3,Baga Rashidahmad Ismailbhai,98,"23,341",3.6%,Bahujan Samaj Party, AC View
4,4,Pathan Ayubkhan Azabkhan,98,"21,961",3.4%,Independent, AC View
5,5,Rathod Sabirmiya Amirmiya,91,"16,131",2.5%,Loktantrik Samajwadi Party, AC View
