x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Dhotre Sanjay Shamrao,1406,"313,323",42.7%,Bharatiya Janta Party, AC View
2,2,Laxmanrao Tayade,1406,"206,952",28.2%,Indian National Congress, AC View
3,3,Ambedkar Prakash Yashwant,977,"187,202",25.5%,Bharipa Bahujan Mahasangh, AC View
4,4,Tayade Vishram Natthuji,101,"9,951",1.4%,Bahujan Samaj Party, AC View
5,5,Raja Motiramji Shambharkar,101,"8,628",1.2%,Independent, AC View
6,6,Joshi Shaligram Mohanlal,92,"5,756",0.8%,Akhil Bharat Hindu Mahasabha, AC View
7,7,Shaikh Mukim Ahemad Abdul Rashid,90,"3,560",0.5%,Samajwadi Party, AC View
