x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Kashiram Rana,1200,"508,076",56.7%,Bharatiya Janta Party, AC View
2,2,Chandravadan Chhotubhai Pithawala,1200,"357,513",39.9%,Indian National Congress, AC View
3,3,Sandis Mavjibhai Laxmanbhai,200,"14,026",1.6%,Independent, AC View
4,4,Patel Arjunbhai Bhikhabhai,200,"7,959",0.9%,Bahujan Samaj Party, AC View
5,5,Nagmal Prabhakar Somabhai,200,"5,705",0.6%,Independent, AC View
6,6,Govindbhai Laxmanbhai Rathod,200,"2,997",0.3%,Independent, AC View
