x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Gavit Manikrao Hodlya,1112,"351,911",55.0%,Indian National Congress, AC View
2,2,Dr. Natawadkar Suhas Jayant,1112,"244,290",38.2%,Bharatiya Janta Party, AC View
3,3,Thakre Tukaram Bhamata,77,"23,479",3.7%,Bharipa Bahujan Mahasangh, AC View
4,4,Naik Babulal Rupsing,71,"11,690",1.8%,Bahujan Samaj Party, AC View
5,5,Gavit Sobaji Devalya,64,"8,537",1.3%,Lok Rajya Party, AC View
