x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Mahamegha Bahan Aira Kharbela Swain,600,"553,087",58.3%,Bharatiya Janta Party, AC View
2,2,Niranjan Panda,600,"316,132",33.3%,Indian National Congress, AC View
3,3,Mrutyunjay Mohapatra,200,"28,247",3.0%,Independent, AC View
4,4,Nalini Kumar Jena,200,"21,204",2.2%,Bahujan Samaj Party, AC View
5,5,Trailokya Nath Das,200,"15,026",1.6%,Republican Party Of India, AC View
6,6,Malayendra Kisor Chaudhuri,200,"13,873",1.5%,Bharatiya Manavata Vikas Party, AC View
