x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Sugavanam. E. G,1242,"403,297",54.7%,Dravida Munetra Kazhagam, AC View
2,2,Nanje Gowdu. K,1242,"284,075",38.5%,All India Anna Dravida Munnetra Kazhagam, AC View
3,3,Sanaulla Shariff. H,74,"14,055",1.9%,Bahujan Samaj Party, AC View
4,4,Syed Nikhar. A,74,"11,830",1.6%,Independent, AC View
5,5,Ameerjan. S,66,"8,679",1.2%,Independent, AC View
6,6,Kuppusamy. P. K,66,"6,277",0.9%,Independent, AC View
7,7,Krishnamoorthy Rao. V. M,66,"6,253",0.8%,Independent, AC View
8,8,Krishnachetty. T. V,66,"4,271",0.6%,Independent, AC View
