x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,T. K. Hamza,11946,"426,920",47.2%,Communist Party Of India (MARXIST), AC View
2,2,K P A Majeed,11946,"379,177",41.9%,Muslim League Kerala State Committee, AC View
3,3,Uma Unni,158,"84,149",9.3%,Bharatiya Janta Party, AC View
4,4,Anwar Shakeel Omar,79,"9,213",1.0%,Independent, AC View
5,5,Abdul Muneer C,79,"7,824",0.9%,Bahujan Samaj Party, AC View
