x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Nand Kumar Singh Chauhan ( NANDU BHAIYA),1086,"336,724",55.6%,Bharatiya Janta Party, AC View
2,2,Amitabh Mandloi,1086,"233,987",38.7%,Indian National Congress, AC View
3,3,Uttam Salwe,71,"13,645",2.3%,Gondvana Gantantra Party, AC View
4,4,Ramgopal Yadav,71,"12,592",2.1%,Bahujan Samaj Party, AC View
5,5,Sonia Sharma,63,"8,347",1.4%,Samajwadi Party, AC View
