x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Sandeep Dikshit,1000,"669,527",56.2%,Indian National Congress, AC View
2,2,Lal Bihari Tiwari,1000,"439,748",36.9%,Bharatiya Janta Party, AC View
3,3,Bal Raj Singh,200,"50,985",4.3%,Bahujan Samaj Party, AC View
4,4,Anil Kumar Sharma,200,"4,977",0.4%,Labour Party Of India (V.V. PRASAD), AC View
5,5,Brahamjeet,200,"2,671",0.2%,Independent, AC View
6,6,Gopal Hindustani,200,"2,657",0.2%,Independent, AC View
7,7,Anil Kumar Jatav,200,"2,528",0.2%,Independent, AC View
8,8,Pawan Kumar,200,"2,460",0.2%,Independent, AC View
9,9,Mohd. Hasnain,200,"2,005",0.2%,Independent, AC View
10,10,Harish Tyagi,200,"1,564",0.1%,Independent, AC View
11,11,Ram Samujha,200,"1,377",0.1%,Apna Dal, AC View
12,12,Satya Rani Sharma,200,"1,131",0.1%,Bharatiya Republican Paksha, AC View
13,13,Amar Singh,200,"1,102",0.1%,Labour Party (Secular), AC View
14,14,Arjun Prashad,200,861,0.1%,Rashtriya Swabhimaan Party, AC View
15,15,R. S. Adil,200,831,0.1%,National Loktantrik Party, AC View
16,16,Harender Kumar,200,788,0.1%,Independent, AC View
17,17,Bhima Wel,200,719,0.1%,Parivartan Samaj Party, AC View
18,18,Manjit,200,672,0.1%,Independent, AC View
19,19,Pradeep Kumar,200,638,0.1%,All India Forward Bloc, AC View
20,20,P. C. Mohan,200,598,0.1%,Independent, AC View
21,21,Mohd. Iqbal Quereshi,200,573,0.0%,Bharatiya Prajatantra Party, AC View
22,22,Nafees,200,556,0.0%,Navbharat Nirman Party, AC View
23,23,Avinash Puri,200,527,0.0%,Desh Bhakt Party, AC View
24,24,Balwant Singh Parwana,200,490,0.0%,Akhil Bharat Hindu Mahasabha, AC View
25,25,Satish Kumar Tyagi,200,429,0.0%,Independent, AC View
26,26,Ram Singh,200,400,0.0%,Independent, AC View
