x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Ramchandra Veerappa,37325,"312,838",38.4%,Bharatiya Janta Party, AC View
2,2,Narsingrao Hulla Suryawanshi,37325,"289,217",35.5%,Indian National Congress, AC View
3,3,Motiram Chowdhary,892,"173,291",21.3%,Janata Dal (Secular), AC View
4,4,Surendra Narendra Dande,139,"25,908",3.2%,Kannada Nadu Party, AC View
5,5,Dhanaji Bhima Lamani,123,"14,538",1.8%,Rashtriya Samaj Paksha, AC View
