x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Pawar Sharadchandra Govindrao,200,"634,555",71.1%,Nationalist Congress Party, AC View
2,2,Prithviraj Sahebrao Jachak,200,"211,580",23.7%,Bharatiya Janta Party, AC View
3,3,Kolekar Balasaheb Bapurao,200,"30,230",3.4%,Rashtriya Samaj Paksha, AC View
4,4,Vishwakarma Pralhad Rambich,200,"16,966",1.9%,Bahujan Samaj Party, AC View
